id,dataset_name,edit_type,source_image,target_image,mask_path,source_prompt,target_prompt,editing_instruction,clip_score,clip_score_category,turn_index,source_parquet,sample_key,foreground,foreground_target,qwen_edit_type,vlm_confidence,vlm_notes,vlm_model,vlm_error,chordedit_sample_id,chordedit_image_path
imgedit_00000280_00,imgedit,action,JRLd-McK0d0_segment_115_frame_0.jpg,JRLd-McK0d0_segment_115_frame_55.jpg,,"A man with short dark hair and a light stubble, wearing a green and black t-shirt, is looking slightly to his left with a neutral expression.","A man with short dark hair and a light stubble, wearing a green and black t-shirt, is looking slightly to his right with a neutral expression.",The man turns his head slightly to the right.,,missing,0,D:/Datasets/ImgEdit/Parquet/action_part1.parquet,JRLd-McK0d0_segment_115_frame_0,man,man turning his head slightly to the right,action,high,"The man's head position has been adjusted to the right, consistent with the editing instruction.",Qwen/Qwen3-VL-2B-Instruct,,imgedit_00000280_00,imgedit_00000280_00.png
imgedit_00000281_00,imgedit,action,2oA6sqQH9_I_segment_3_frame_0.jpg,2oA6sqQH9_I_segment_3_frame_55.jpg,,A woman with short orange hair and glasses stands in front of a red and black comic book background.,"A woman with short orange hair and glasses stands in front of a red and black comic book background, lowering her chin.",The subject lowers their chin.,,missing,0,D:/Datasets/ImgEdit/Parquet/action_part1.parquet,2oA6sqQH9_I_segment_3_frame_0,woman,woman with lowered chin,action,high,"The woman's chin is lowered in the target image, which is consistent with the instruction.",Qwen/Qwen3-VL-2B-Instruct,,imgedit_00000281_00,imgedit_00000281_00.png
imgedit_00000282_00,imgedit,action,Br5QOgfq7kk_segment_85_frame_0.jpg,Br5QOgfq7kk_segment_85_frame_55.jpg,,"A man with graying hair wearing a dark blue polo shirt with a red collar, looking intently forward with his mouth open.","A man with graying hair wearing a dark blue polo shirt with a red collar, looking upward with his mouth open.",The person slightly tilts their head upward.,,missing,0,D:/Datasets/ImgEdit/Parquet/action_part1.parquet,Br5QOgfq7kk_segment_85_frame_0,man,man with his head tilted upward,action,high,The man's head is slightly tilted upward in the edited image.,Qwen/Qwen3-VL-2B-Instruct,,imgedit_00000282_00,imgedit_00000282_00.png
imgedit_00000283_00,imgedit,action,fRmqjIdH1hA_segment_30_frame_0.jpg,fRmqjIdH1hA_segment_30_frame_55.jpg,,A man in a kitchen is stirring a bowl of salad with a spoon.,"A man in a kitchen is stirring a bowl of salad with a spoon, but his hand is now positioned lower.",The man shifts his stirring hand from a higher to a lower position.,,missing,0,D:/Datasets/ImgEdit/Parquet/action_part1.parquet,fRmqjIdH1hA_segment_30_frame_0,man,man with his hand lowered,action,high,"The man's hand is positioned lower, indicating a change in the stirring action.",Qwen/Qwen3-VL-2B-Instruct,,imgedit_00000283_00,imgedit_00000283_00.png
imgedit_00000284_00,imgedit,action,hOgToJXq3UM_segment_1_frame_0.jpg,hOgToJXq3UM_segment_1_frame_55.jpg,,A man with short blond hair wearing a grey hoodie sits in front of a colorful abstract mural.,"A man with short blond hair wearing a grey hoodie sits in front of a colorful abstract mural, but his head is slightly turned to his right.",The man shifts his head slightly to his right.,,missing,0,D:/Datasets/ImgEdit/Parquet/action_part1.parquet,hOgToJXq3UM_segment_1_frame_0,man,man with his head slightly turned to his right,action,high,The man's head position has been adjusted to the right.,Qwen/Qwen3-VL-2B-Instruct,,imgedit_00000284_00,imgedit_00000284_00.png
imgedit_00000285_00,imgedit,action,ET2KyUfaeCY_segment_4_frame_0.jpg,ET2KyUfaeCY_segment_4_frame_55.jpg,,"A man stands between two sports cars, gesturing with both arms outstretched.","A man stands between two sports cars, clasping his hands in front of him.",The man lowers his arms and clasps his hands in front of him.,,missing,0,D:/Datasets/ImgEdit/Parquet/action_part1.parquet,ET2KyUfaeCY_segment_4_frame_0,man,man with clasped hands,action,high,"The man's arms are lowered and his hands are clasped in front of him, consistent with the editing instruction.",Qwen/Qwen3-VL-2B-Instruct,,imgedit_00000285_00,imgedit_00000285_00.png
imgedit_00000286_00,imgedit,action,-_of2OsZ0E8_segment_4_frame_0.jpg,-_of2OsZ0E8_segment_4_frame_55.jpg,,"A woman with long blonde hair wearing a light pink tank top stands against a black background with white stars, holding up a peace sign with her right hand.","A woman with long blonde hair wearing a light pink tank top stands against a black background with white stars, touching or brushing her hair with her right hand.",The woman changes from holding up a peace sign with her right hand to touching or brushing her hair with her right hand.,,missing,0,D:/Datasets/ImgEdit/Parquet/action_part1.parquet,-_of2OsZ0E8_segment_4_frame_0,woman,touching or brushing her hair,action,high,The woman's right hand changes from holding a peace sign to touching her hair.,Qwen/Qwen3-VL-2B-Instruct,,imgedit_00000286_00,imgedit_00000286_00.png
imgedit_00000287_00,imgedit,action,6JeIbOgHfFc_segment_8_frame_0.jpg,6JeIbOgHfFc_segment_8_frame_55.jpg,,"A skateboarder is in mid-air, performing a trick on a ramp at a skate park.",A skateboarder has fallen and is standing next to the fallen skateboards on the ground.,The person stands next to the skateboards after falling off from them.,,missing,0,D:/Datasets/ImgEdit/Parquet/action_part1.parquet,6JeIbOgHfFc_segment_8_frame_0,the person,the person standing next to the skateboards,action,high,The person's position has changed from being in mid-air to standing on the ground next to the fallen skateboards.,Qwen/Qwen3-VL-2B-Instruct,,imgedit_00000287_00,imgedit_00000287_00.png
imgedit_00000288_00,imgedit,action,lPl_OMWuKD4_segment_7_frame_0.jpg,lPl_OMWuKD4_segment_7_frame_55.jpg,,"A woman with long blonde hair and purple lipstick is wearing a blue top, raising her right hand in front of her body.","A woman with long blonde hair and purple lipstick is wearing a blue top, lowering her raised right hand to her side.",The woman lowers her raised right hand to her side.,,missing,0,D:/Datasets/ImgEdit/Parquet/action_part1.parquet,lPl_OMWuKD4_segment_7_frame_0,right hand,lowered right hand,action,high,"The right hand is raised in the source image and lowered in the target image, consistent with the instruction.",Qwen/Qwen3-VL-2B-Instruct,,imgedit_00000288_00,imgedit_00000288_00.png
imgedit_00000289_00,imgedit,action,unWnZvXJH2o_segment_5_frame_36.jpg,unWnZvXJH2o_segment_5_frame_91.jpg,,"A man with glasses sits in a black chair, holding a corgi dog on his lap.","A man with glasses sits in a black chair, holding a corgi dog on his lap, and then releases it to sit on his legs.","A person releases the dog from their lap, allowing it to sit independently on their legs.",,missing,0,D:/Datasets/ImgEdit/Parquet/action_part1.parquet,unWnZvXJH2o_segment_5_frame_36,dog,dog on his legs,action,high,The dog is released from the man's lap and sits independently on his legs. The man's hand is no longer on the dog's head.,Qwen/Qwen3-VL-2B-Instruct,,imgedit_00000289_00,imgedit_00000289_00.png
imgedit_00000290_00,imgedit,action,_0ccfGEpIwY_segment_14_frame_14.jpg,_0ccfGEpIwY_segment_14_frame_69.jpg,,A man in a black t-shirt is playing a black electric guitar with a white pickguard in a dimly lit room.,"A man in a black t-shirt is playing a black electric guitar with a white pickguard in a dimly lit room, but his left hand has shifted slightly along the neck.",The person shifts their left hand position slightly along the guitar neck while continuing to play.,,missing,0,D:/Datasets/ImgEdit/Parquet/action_part1.parquet,_0ccfGEpIwY_segment_14_frame_14,left hand,left hand shifted slightly along the guitar neck,action,high,The left hand position on the guitar neck has been adjusted slightly to reflect the action described.,Qwen/Qwen3-VL-2B-Instruct,,imgedit_00000290_00,imgedit_00000290_00.png
imgedit_00000291_00,imgedit,action,sKCc6F4c-RY_segment_5_frame_28.jpg,sKCc6F4c-RY_segment_5_frame_80.jpg,,"A man in a dark shirt sits in a chair in front of a computer setup, gesturing with his right hand raised, with a TV showing an anime character on the left.","A man in a dark shirt sits in a chair in front of a computer setup, resting his head on his right hand, with a TV showing an anime character on the left.",The person changes from gesturing with a raised hand to resting their head on their hand.,,missing,0,D:/Datasets/ImgEdit/Parquet/action_part1.parquet,sKCc6F4c-RY_segment_5_frame_28,person,resting his head on his hand,action,high,The person's hand gesture changes from raised to resting on the head.,Qwen/Qwen3-VL-2B-Instruct,,imgedit_00000291_00,imgedit_00000291_00.png
imgedit_00000292_00,imgedit,action,KhWtgNMC01k_segment_43_frame_0.jpg,KhWtgNMC01k_segment_43_frame_55.jpg,,"A woman with dark hair and black lipstick stands in a clothing store, wearing a black outfit with a feathered hat.","A woman with dark hair and black lipstick turns her head slightly to the right, still wearing a black outfit with a feathered hat.",The person slightly turns their head to the right.,,missing,0,D:/Datasets/ImgEdit/Parquet/action_part1.parquet,KhWtgNMC01k_segment_43_frame_0,person,person slightly turns their head to the right,action,high,"The person's head position is changed from facing forward to slightly turned right, while the rest of the scene remains consistent.",Qwen/Qwen3-VL-2B-Instruct,,imgedit_00000292_00,imgedit_00000292_00.png
imgedit_00000293_00,imgedit,action,ePSM2Dp7O6k_segment_46_frame_0.jpg,ePSM2Dp7O6k_segment_46_frame_55.jpg,,"A young woman in a brown coat and cap stands in a lush, green forest, holding a small object near her chest.","A young woman in a brown coat and cap stands in a lush, green forest, extending her hand outward with her fingers pointing.",The person moves their hand from holding something near their chest to extending outward with fingers pointing.,,missing,0,D:/Datasets/ImgEdit/Parquet/action_part1.parquet,ePSM2Dp7O6k_segment_46_frame_0,hand,outstretched hand with fingers pointing,action,high,"The hand is moved from a near-chest position to an outward, pointing gesture.",Qwen/Qwen3-VL-2B-Instruct,,imgedit_00000293_00,imgedit_00000293_00.png
imgedit_00000294_00,imgedit,action,R1CCclQJn7Q_segment_25_frame_0.jpg,R1CCclQJn7Q_segment_25_frame_55.jpg,,A man in a plaid shirt is playing a blue electric guitar in a music studio.,"A man in a plaid shirt is playing a blue electric guitar in a music studio, adjusting his left hand position on the guitar neck and his right hand position on the guitar body.","The person changes their left hand position on the guitar neck and their right hand position on the guitar body, adjusting their playing pose.",,missing,0,D:/Datasets/ImgEdit/Parquet/action_part1.parquet,R1CCclQJn7Q_segment_25_frame_0,person,person with adjusted playing pose,action,high,"The person's left hand is positioned higher on the neck and the right hand is positioned differently on the body, indicating a change in playing technique.",Qwen/Qwen3-VL-2B-Instruct,,imgedit_00000294_00,imgedit_00000294_00.png
imgedit_00000295_00,imgedit,action,SQ3EmfZH968_segment_14_frame_72.jpg,SQ3EmfZH968_segment_14_frame_126.jpg,,"A man and a woman are standing on a snowy shore, looking out at the Toronto skyline.","A man leans forward to kiss the woman on the cheek as they stand on a snowy shore, looking out at the Toronto skyline.",The man leans forward to kiss the woman.,,missing,0,D:/Datasets/ImgEdit/Parquet/action_part1.parquet,SQ3EmfZH968_segment_14_frame_72,man,man leaning forward to kiss the woman,action,high,"The man's posture changes from standing to leaning forward, and he is now kissing the woman's cheek. The woman remains in the same position, and the background remains unchanged.",Qwen/Qwen3-VL-2B-Instruct,,imgedit_00000295_00,imgedit_00000295_00.png
imgedit_00000296_00,imgedit,action,c2Dpn_ByVhE_segment_13_frame_0.jpg,c2Dpn_ByVhE_segment_13_frame_55.jpg,,A man in a black shirt and red apron holds a black bicycle frame.,A man in a black shirt and red apron raises his right hand to grip the handlebars of a black bicycle frame.,The person raises their right hand to grip the bike's handlebars.,,missing,0,D:/Datasets/ImgEdit/Parquet/action_part1.parquet,c2Dpn_ByVhE_segment_13_frame_0,the person's right hand,gripping the handlebars,action,high,"The person's hand is now gripping the handlebars, which was not the case in the source image.",Qwen/Qwen3-VL-2B-Instruct,,imgedit_00000296_00,imgedit_00000296_00.png
imgedit_00000297_00,imgedit,action,5Sr207am25Y_segment_33_frame_31.jpg,5Sr207am25Y_segment_33_frame_84.jpg,,"A person holds a smartphone with the camera app open, capturing a still life of a potted plant, a red book, and a pair of glasses on a white table.","A person holds a smartphone with the camera app open, capturing a still life of a potted plant, a red book, and a pair of glasses on a white table, with the shutter button pressed.",A person presses the shutter button on a smartphone camera.,,missing,0,D:/Datasets/ImgEdit/Parquet/action_part1.parquet,5Sr207am25Y_segment_33_frame_31,the shutter button on a smartphone camera,the shutter button on a smartphone camera is pressed,action,high,"The key difference is the shutter button being pressed, which is visible on the phone",Qwen/Qwen3-VL-2B-Instruct,,imgedit_00000297_00,imgedit_00000297_00.png
imgedit_00000298_00,imgedit,action,gcQ6IxmfUE4_segment_1_frame_0.jpg,gcQ6IxmfUE4_segment_1_frame_55.jpg,,A man in a suit turns his head to the side.,A man in a suit turns his head to face forward.,The man turns his head to face forward.,,missing,0,D:/Datasets/ImgEdit/Parquet/action_part1.parquet,gcQ6IxmfUE4_segment_1_frame_0,man,man,action,high,The man's head position changes from angled to facing forward.,Qwen/Qwen3-VL-2B-Instruct,,imgedit_00000298_00,imgedit_00000298_00.png
imgedit_00000299_00,imgedit,action,_oipgYb4FFI_segment_94_frame_0.jpg,_oipgYb4FFI_segment_94_frame_55.jpg,,A large brown bear stands next to a young girl crouching in a lush green forest.,A large brown bear raises its paw to its face while the young girl crouches in a lush green forest.,The bear raises its paw to its face while the other character remains in the same crouching position.,,missing,0,D:/Datasets/ImgEdit/Parquet/action_part1.parquet,_oipgYb4FFI_segment_94_frame_0,bear,raising its paw to its face,action,high,"The bear's paw is raised to its face, while the girl remains in the same crouching position.",Qwen/Qwen3-VL-2B-Instruct,,imgedit_00000299_00,imgedit_00000299_00.png
imgedit_00000300_00,imgedit,action,4vTuHAxGpC0_segment_15_frame_12.jpg,4vTuHAxGpC0_segment_15_frame_67.jpg,,A woman with long brown hair and pink earrings is eating a strawberry with a fork in her hand.,A woman with long brown hair and pink earrings is lowering the fork and holding it near her face as she eats a strawberry.,The person lowers the fork and holds it near their face.,,missing,0,D:/Datasets/ImgEdit/Parquet/action_part1.parquet,4vTuHAxGpC0_segment_15_frame_12,fork,holding near her face,action,high,"The fork is lowered from the act of eating to a near-face position, indicating a change in the person's action.",Qwen/Qwen3-VL-2B-Instruct,,imgedit_00000300_00,imgedit_00000300_00.png
imgedit_00000301_00,imgedit,action,cGtpr8N8Xbc_segment_7_frame_0.jpg,cGtpr8N8Xbc_segment_7_frame_50.jpg,,A woman with purple glasses and a green jacket is reading a red book outdoors.,"A woman with purple glasses and a green jacket is reading a red book, with the book's pages slightly tilted upward.",The person adjusts the angle of the book slightly upward.,,missing,0,D:/Datasets/ImgEdit/Parquet/action_part1.parquet,cGtpr8N8Xbc_segment_7_frame_0,book,book with adjusted angle,action,high,The book is slightly tilted upward in the target image.,Qwen/Qwen3-VL-2B-Instruct,,imgedit_00000301_00,imgedit_00000301_00.png
imgedit_00000302_00,imgedit,action,70d9naW2uRM_segment_46_frame_0.jpg,70d9naW2uRM_segment_46_frame_55.jpg,,"A woman in a red shirt stands in a kitchen, smiling at the camera with her hands clasped on the counter.","A woman in a red shirt stands in a kitchen, looking down at the counter with her hands slightly lowered and loose.","The woman lowers her hands slightly, loosening their clasp.",,missing,0,D:/Datasets/ImgEdit/Parquet/action_part1.parquet,70d9naW2uRM_segment_46_frame_0,woman's hands,woman's hands slightly lowered and loose,action,high,"The woman's hands are adjusted from being clasped to being slightly loose, with her hands resting on the counter. The edit is focused on the hands and their position.",Qwen/Qwen3-VL-2B-Instruct,,imgedit_00000302_00,imgedit_00000302_00.png
imgedit_00000303_00,imgedit,action,X6UBli1tLtU_segment_4_frame_2.jpg,X6UBli1tLtU_segment_4_frame_57.jpg,,A woman with blonde hair wearing a yellow jacket stands in front of a modern building.,"A woman with blonde hair wearing a yellow jacket turns her head slightly to the right, standing in front of a modern building.",The woman turns her head slightly to the right.,,missing,0,D:/Datasets/ImgEdit/Parquet/action_part1.parquet,X6UBli1tLtU_segment_4_frame_2,woman,woman turns her head slightly to the right,action,high,The woman's head position changes from facing forward to slightly turned to the right.,Qwen/Qwen3-VL-2B-Instruct,,imgedit_00000303_00,imgedit_00000303_00.png
imgedit_00000304_00,imgedit,action,HtO5rsxBXpE_segment_59_frame_0.jpg,HtO5rsxBXpE_segment_59_frame_52.jpg,,"A woman with long blonde hair stands in a room with pink lighting, wearing a striped sweater, in front of a computer setup that includes an open PC case and a laptop.","A woman with long blonde hair stands in a room with pink lighting, wearing a striped sweater, clasping her hands together in front of her chest.",A woman clasps her hands together in front of her chest.,,missing,0,D:/Datasets/ImgEdit/Parquet/action_part1.parquet,HtO5rsxBXpE_segment_59_frame_0,woman,clasping her hands together,action,high,"The woman's hands are in a clasp position in the target image, which is consistent with the instruction. The scene context remains unchanged.",Qwen/Qwen3-VL-2B-Instruct,,imgedit_00000304_00,imgedit_00000304_00.png
imgedit_00000305_00,imgedit,action,MhP4_T80-58_segment_26_frame_0.jpg,MhP4_T80-58_segment_26_frame_55.jpg,,"A woman with short brown hair and tattoos on her arms stands in a kitchen, holding a blue piping bag and preparing to decorate cupcakes.","A woman with short brown hair and tattoos on her arms stands in a kitchen, using both hands to arrange cupcakes on the table, with the blue piping bag lowered and placed on the counter.",The person lowers the piping bag and uses both hands to arrange cupcakes on the table.,,missing,0,D:/Datasets/ImgEdit/Parquet/action_part1.parquet,MhP4_T80-58_segment_26_frame_0,piping bag,piping bag,action,high,"The person's hands are now actively arranging the cupcakes on the table, indicating a change in the state of the piping bag and the person's action.",Qwen/Qwen3-VL-2B-Instruct,,imgedit_00000305_00,imgedit_00000305_00.png
imgedit_00000306_00,imgedit,action,aTbiFQa3WfY_segment_0_frame_18.jpg,aTbiFQa3WfY_segment_0_frame_73.jpg,,"A man in a black leather jacket sits in a blue armchair, holding a smartphone and speaking.","A man in a black leather jacket sits in a blue armchair, holding a smartphone and waving with his right hand.",A man raises his right hand in a waving gesture.,,missing,0,D:/Datasets/ImgEdit/Parquet/action_part1.parquet,aTbiFQa3WfY_segment_0_frame_18,man,man waving,action,high,"The man's right hand is raised in a waving gesture, which is the specified edit.",Qwen/Qwen3-VL-2B-Instruct,,imgedit_00000306_00,imgedit_00000306_00.png
imgedit_00000307_00,imgedit,action,lPLGenLcSdA_segment_263_frame_0.jpg,lPLGenLcSdA_segment_263_frame_55.jpg,,"A man with dark hair and a backpack looks at a woman with her back to the camera, her hand touching her face.","A man with dark hair and a backpack looks at a woman with her back to the camera, his hand gently touching her face.",A man slightly shifts his hand on the woman's face.,,missing,0,D:/Datasets/ImgEdit/Parquet/action_part1.parquet,lPLGenLcSdA_segment_263_frame_0,man's hand,man's hand slightly shifted on the woman's face,action,high,"The man's hand is positioned more centrally on the woman's face in the target image, indicating a slight shift in the action compared to the source.",Qwen/Qwen3-VL-2B-Instruct,,imgedit_00000307_00,imgedit_00000307_00.png
imgedit_00000308_00,imgedit,action,unS_u_G8NAE_segment_1_frame_0.jpg,unS_u_G8NAE_segment_1_frame_50.jpg,,A woman with blonde hair wearing a light blue zip-up sweater stands in a room with a large window showing a cityscape.,"A woman with blonde hair wearing a light blue zip-up sweater stands in a room with a large window showing a cityscape, crossing her arms.",The woman crosses both arms.,,missing,0,D:/Datasets/ImgEdit/Parquet/action_part1.parquet,unS_u_G8NAE_segment_1_frame_0,woman,crossing arms,action,high,"The woman's arms are crossed in the target image, which is a direct result of the instruction to cross them.",Qwen/Qwen3-VL-2B-Instruct,,imgedit_00000308_00,imgedit_00000308_00.png
imgedit_00000309_00,imgedit,action,KDG-pHtNtlI_segment_19_frame_18.jpg,KDG-pHtNtlI_segment_19_frame_73.jpg,,"A man in a red and white striped shirt stands in front of a wooden wall, gesturing with his hands.",A man in a red and white striped shirt holds a phone in his right hand and gestures with his left hand.,The man lowers his left hand and holds a phone in his right hand.,,missing,0,D:/Datasets/ImgEdit/Parquet/action_part1.parquet,KDG-pHtNtlI_segment_19_frame_18,man,man holding a phone,action,high,The man's left hand is lowered and the phone is held in his right hand.,Qwen/Qwen3-VL-2B-Instruct,,imgedit_00000309_00,imgedit_00000309_00.png
imgedit_00000310_00,imgedit,action,JQlM_8kLG_4_segment_14_frame_0.jpg,JQlM_8kLG_4_segment_14_frame_55.jpg,,"A man in profile stands on a rocky coast, looking out at the ocean.","A man in profile stands on a rocky coast, looking out at the ocean and slightly tilting his head downward.",The person slightly tilts their head downward.,,missing,0,D:/Datasets/ImgEdit/Parquet/action_part1.parquet,JQlM_8kLG_4_segment_14_frame_0,man,man slightly tilting his head downward,action,high,The man's head position is adjusted to match the instruction.,Qwen/Qwen3-VL-2B-Instruct,,imgedit_00000310_00,imgedit_00000310_00.png
imgedit_00000311_00,imgedit,action,AZ0UZZ61_4Q_segment_97_frame_38.jpg,AZ0UZZ61_4Q_segment_97_frame_93.jpg,,"A man in a red cap sits at a table with a mannequin head on a stand, holding it with his left hand.","A man in a red cap sits at a table with a mannequin head on a stand, gesturing with both hands.",The person releases the mannequin head from their hand and gestures with both hands.,,missing,0,D:/Datasets/ImgEdit/Parquet/action_part1.parquet,AZ0UZZ61_4Q_segment_97_frame_38,mannequin head,mannequin head with both hands,action,high,The mannequin head is released from the man's hand and the man gestures with both hands.,Qwen/Qwen3-VL-2B-Instruct,,imgedit_00000311_00,imgedit_00000311_00.png
imgedit_00000312_00,imgedit,action,ylcdPXXwdPM_segment_2_frame_0.jpg,ylcdPXXwdPM_segment_2_frame_55.jpg,,A woman with blonde hair and a black vest is sitting on a red couch.,A woman with blonde hair and a black vest is sitting on a red couch and gesturing with her right hand.,The woman gestures with her right hand while speaking.,,missing,0,D:/Datasets/ImgEdit/Parquet/action_part1.parquet,ylcdPXXwdPM_segment_2_frame_0,woman,woman with her right hand raised in a gesture.,action,high,"The woman's right hand is now raised, indicating a gesture during speech.",Qwen/Qwen3-VL-2B-Instruct,,imgedit_00000312_00,imgedit_00000312_00.png
imgedit_00000313_00,imgedit,action,g2TYNGFFQ3I_segment_26_frame_0.jpg,g2TYNGFFQ3I_segment_26_frame_55.jpg,,"A man in a red suit and white collar with a clown face paint, standing in a dimly lit room with a mirror and a light fixture behind him.","A man in a red suit and white collar with a clown face paint, standing in a dimly lit room with a mirror and a light fixture behind him, tilting his head upward.",The person slightly tilts their head upward.,,missing,0,D:/Datasets/ImgEdit/Parquet/action_part1.parquet,g2TYNGFFQ3I_segment_26_frame_0,the person,the person slightly tilting their head upward,action,high,The person's head position is adjusted to match the instruction.,Qwen/Qwen3-VL-2B-Instruct,,imgedit_00000313_00,imgedit_00000313_00.png
imgedit_00000314_00,imgedit,action,eOnLKxptQJE_segment_1_frame_22.jpg,eOnLKxptQJE_segment_1_frame_77.jpg,,A man with short brown hair wearing a dark blue polo shirt is playing a keyboard with both hands against a plain white background.,A man with short brown hair wearing a dark blue polo shirt is playing a keyboard with his right hand while his left hand rests on the keyboard in a resting position against a plain white background.,The man moves his left hand from playing a note to a resting position while continuing to play with his right hand.,,missing,0,D:/Datasets/ImgEdit/Parquet/action_part1.parquet,eOnLKxptQJE_segment_1_frame_22,man's hands,man's hands resting on the keyboard,action,high,"The edit changes the position of the man's left hand from playing to resting, while his right hand continues to play.",Qwen/Qwen3-VL-2B-Instruct,,imgedit_00000314_00,imgedit_00000314_00.png
imgedit_00000315_00,imgedit,action,ESyQdCSK1EU_segment_12_frame_0.jpg,ESyQdCSK1EU_segment_12_frame_55.jpg,,A woman with red hair wearing a green chef's jacket is stirring spaghetti in a pot on a stove in a modern kitchen.,A woman with red hair wearing a green chef's jacket is stirring spaghetti in a pot on a stove in a modern kitchen with a more pronounced downward motion.,The person stirs the contents of the pot with a more pronounced downward motion.,,missing,0,D:/Datasets/ImgEdit/Parquet/action_part1.parquet,ESyQdCSK1EU_segment_12_frame_0,person,person,action,high,The person's stirring motion is enhanced in the target image.,Qwen/Qwen3-VL-2B-Instruct,,imgedit_00000315_00,imgedit_00000315_00.png
imgedit_00000316_00,imgedit,action,RcZiobmVroo_segment_70_frame_0.jpg,RcZiobmVroo_segment_70_frame_55.jpg,,A young girl stands in front of a wooden fence with wild green plants growing around her.,A young girl stands straighter in front of a wooden fence with wild green plants growing around her.,The person straightens their posture.,,missing,0,D:/Datasets/ImgEdit/Parquet/action_part1.parquet,RcZiobmVroo_segment_70_frame_0,person,person,action,high,The person's posture is straightened in the edited image.,Qwen/Qwen3-VL-2B-Instruct,,imgedit_00000316_00,imgedit_00000316_00.png
imgedit_00000317_00,imgedit,action,3VWIDorlKe8_segment_47_frame_0.jpg,3VWIDorlKe8_segment_47_frame_55.jpg,,"A man with a beard sits on a blue couch with two wrapped gifts, one on each side, and a laptop on the table in front of him.","A man with a beard sits on a blue couch with two wrapped gifts, one on each side, and a laptop on the table in front of him, turning his head to the side and gesturing with his hands lowered and palms facing upward.",The man turns his head to the side and gestures with his hands lowered and palms facing upward.,,missing,0,D:/Datasets/ImgEdit/Parquet/action_part1.parquet,3VWIDorlKe8_segment_47_frame_0,man,man turning his head to the side and gesturing with his hands lowered and palms facing upward,action,high,The man's head position and hand gestures have,Qwen/Qwen3-VL-2B-Instruct,,imgedit_00000317_00,imgedit_00000317_00.png
imgedit_00000318_00,imgedit,action,c2zkPetdSqI_segment_4_frame_0.jpg,c2zkPetdSqI_segment_4_frame_55.jpg,,A woman with dark hair wearing a white top with a butterfly design stands in front of a wooden wall with a black shelf holding various decorative items.,"A woman with dark hair wearing a white top with a butterfly design stands in front of a wooden wall with a black shelf holding various decorative items, holding a yellow potato in her hands.",The woman moves her hands to hold and peel a potato.,,missing,0,D:/Datasets/ImgEdit/Parquet/action_part1.parquet,c2zkPetdSqI_segment_4_frame_0,woman,woman holding a potato,action,high,"The woman's hands are now holding a potato, and she is in the process of peeling it.",Qwen/Qwen3-VL-2B-Instruct,,imgedit_00000318_00,imgedit_00000318_00.png
imgedit_00000319_00,imgedit,action,lPl_OMWuKD4_segment_23_frame_2.jpg,lPl_OMWuKD4_segment_23_frame_57.jpg,,A woman with long dark hair wearing a maroon top and a silver necklace stands against a black background.,"A woman with long dark hair wearing a maroon top and a silver necklace stands against a black background, lowering her head slightly.",The person lowers their head slightly.,,missing,0,D:/Datasets/ImgEdit/Parquet/action_part1.parquet,lPl_OMWuKD4_segment_23_frame_2,person,person with lowered head,action,high,The person's head is slightly lower in the target image compared to the source image.,Qwen/Qwen3-VL-2B-Instruct,,imgedit_00000319_00,imgedit_00000319_00.png
imgedit_00000320_00,imgedit,action,rA7BGXCpsfs_segment_12_frame_10.jpg,rA7BGXCpsfs_segment_12_frame_65.jpg,,"A man in a dark jacket sits in the driver's seat of a car at night, holding a microphone.","A man in a dark jacket sits in the driver's seat of a car at night, holding a microphone and moving it closer to his mouth.",The person moves the microphone closer to their mouth.,,missing,0,D:/Datasets/ImgEdit/Parquet/action_part1.parquet,rA7BGXCpsfs_segment_12_frame_10,microphone,microphone closer to mouth,action,high,"The microphone's position is adjusted to be closer to the man's mouth, changing the angle of the microphone in the frame.",Qwen/Qwen3-VL-2B-Instruct,,imgedit_00000320_00,imgedit_00000320_00.png
imgedit_00000321_00,imgedit,action,aTHIMY4fC5Y_segment_1_frame_0.jpg,aTHIMY4fC5Y_segment_1_frame_55.jpg,,A woman with short black hair wearing a grey tank top and a red necklace is standing in a kitchen.,"A woman with short black hair wearing a grey tank top and a red necklace is standing in a kitchen, lowering her head slightly.",The person lowers their head slightly.,,missing,0,D:/Datasets/ImgEdit/Parquet/action_part1.parquet,aTHIMY4fC5Y_segment_1_frame_0,person,person lowering their head slightly,action,high,The person's head is lowered in the target image compared to the source image.,Qwen/Qwen3-VL-2B-Instruct,,imgedit_00000321_00,imgedit_00000321_00.png
imgedit_00000322_00,imgedit,action,Rchvfl9H3Qk_segment_241_frame_44.jpg,Rchvfl9H3Qk_segment_241_frame_99.jpg,,"A woman in a yellow hat and orange dress sits on a bench with a small blue cat, while another woman in a blue dress stands beside her.","A woman in a blue dress sits on a bench facing the other woman directly, while the woman in the yellow hat and orange dress stands beside her.",A woman turns to sit on the bench facing the other woman directly.,,missing,0,D:/Datasets/ImgEdit/Parquet/action_part1.parquet,Rchvfl9H3Qk_segment_241_frame_44,woman in blue dress,sits on the bench facing the other woman directly,action,high,"The woman in the blue dress changes her posture from standing to sitting on the bench, facing the other woman directly.",Qwen/Qwen3-VL-2B-Instruct,,imgedit_00000322_00,imgedit_00000322_00.png
